Device Time, 0-100kph Time(s),0-100mph Time(s),0-200kph Time(s),0-30mph Time(s),0-60mph Time(s),1/4 mile time(s),1/8 mile time(s),100-0kph Time(s),100-200kph Time(s),40-60mph Time(s),60-0mph Time(s),60-120mph Time(s),60-130mph Time(s),60-80mph Time(s),80-100mph Time(s),80-120kph Time(s),Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Accelerator PedalPosition F(%),Actual engine % torque(%),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Ambient air temp(°C),Android device Battery Level(%),Average trip speed(whilst moving only)(km/h),Average trip speed(whilst stopped or moving)(km/h),Barometer (on Android device)(mb),Barometric pressure (from vehicle)(kpa),Catalyst Temperature (Bank 1 Sensor 1)(°C),Catalyst Temperature (Bank 1 Sensor 2)(°C),Catalyst Temperature (Bank 2 Sensor 1)(°C),Catalyst Temperature (Bank 2 Sensor 2)(°C),Charge air cooler temperature (CACT)(°C),Commanded Equivalence Ratio(lambda),Cost per mile/km (Instant)($/km),Cost per mile/km (Trip)($/km),CO₂ in g/km (Average)(g/km),CO₂ in g/km (Instantaneous)(g/km),Distance to empty (Estimated)(km),Distance travelled since codes cleared(km),Distance travelled with MIL/CEL lit(km),DPF Pressure(bar),DPF Temperature(°C),Drivers demand engine % torque(%),EGR Commanded(%),EGR Error(%),Engine Coolant Temperature(°C),Engine kW (At the wheels)(kW),Engine Load(%),Engine Load(Absolute)(%),Engine Oil Temperature(°C),Engine reference torque(Nm),Engine RPM(rpm),Ethanol Fuel %(%),Evap System Vapour Pressure(Pa),Exhaust gas temp Bank 1 Sensor 1(°C),Exhaust gas temp Bank 1 Sensor 2(°C),Exhaust gas temp Bank 1 Sensor 3(°C),Exhaust gas temp Bank 1 Sensor 4(°C),Exhaust gas temp Bank 2 Sensor 1(°C),Exhaust gas temp Bank 2 Sensor 2(°C),Exhaust gas temp Bank 2 Sensor 3(°C),Exhaust gas temp Bank 2 Sensor 4(°C),Exhaust Pressure(bar),Fuel cost (trip)(cost),Fuel flow rate/hour(l/hr),Fuel flow rate/minute(cc/min),Fuel Level (From Engine ECU)(%),Fuel pressure(kpa),Fuel Rail Pressure(kpa),Fuel Rail Pressure (relative to manifold vacuum)(kpa),Fuel Rate (direct from ECU)(L/m),Fuel Remaining (Calculated from vehicle profile)(%),Fuel Trim Bank 1 Long Term(%),Fuel trim bank 1 sensor 1(%),Fuel trim bank 1 sensor 2(%),Fuel trim bank 1 sensor 3(%),Fuel trim bank 1 sensor 4(%),Fuel Trim Bank 1 Short Term(%),Fuel Trim Bank 2 Long Term(%),Fuel trim bank 2 sensor 1(%),Fuel trim bank 2 sensor 2(%),Fuel trim bank 2 sensor 3(%),Fuel trim bank 2 sensor 4(%),Fuel Trim Bank 2 Short Term(%),Fuel used (trip)(l),GPS Accuracy(m),GPS Altitude(m),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),GPS Satellites,GPS vs OBD Speed difference(km/h),Horsepower (At the wheels)(hp),Hybrid Battery Charge (%)(%),Intake Air Temperature(°C),Intake Manifold Pressure(kpa),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Litres Per 100 Kilometer(Long Term Average)(l/100km),Mass Air Flow Rate(g/s),Miles Per Gallon(Instant)(mpg),Miles Per Gallon(Long Term Average)(mpg),NOx Post SCR(ppm),NOx Pre SCR(ppm),O2 Sensor1 Equivalence Ratio,O2 Sensor1 Equivalence Ratio(alternate),O2 Sensor1 wide-range Voltage,O2 Sensor2 Equivalence Ratio,O2 Sensor2 wide-range Voltage,O2 Sensor3 Equivalence Ratio,O2 Sensor3 wide-range Voltage,O2 Sensor4 Equivalence Ratio,O2 Sensor4 wide-range Voltage,O2 Sensor5 Equivalence Ratio,O2 Sensor5 wide-range Voltage,O2 Sensor6 Equivalence Ratio,O2 Sensor6 wide-range Voltage,O2 Sensor7 Equivalence Ratio,O2 Sensor7 wide-range Voltage,O2 Sensor8 Equivalence Ratio,O2 Sensor8 wide-range Voltage,O2 Volts Bank 1 sensor 1(V),O2 Volts Bank 1 sensor 2(V),O2 Volts Bank 1 sensor 3(V),O2 Volts Bank 1 sensor 4(V),O2 Volts Bank 2 sensor 1(V),O2 Volts Bank 2 sensor 2(V),O2 Volts Bank 2 sensor 3(V),O2 Volts Bank 2 sensor 4(V),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Relative Accelerator Pedal Position(%),Relative Throttle Position(%),Run time since engine start(s),Speed (GPS)(km/h),Speed (OBD)(km/h),Throttle Position(Manifold)(%),Timing Advance(°),Torque(Nm),Transmission Temperature(Method 1)(°C),Transmission Temperature(Method 2)(°C),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Trip average MPG(mpg),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Turbo Boost & Vacuum Gauge(bar),Turbo Pressure Control(bar),Voltage (Control Module)(V),Voltage (OBD Adapter)(V),Volumetric Efficiency (Calculated)(%)
21-Apr-2019 18:25:13.188,-,-,-,-,-,-,-,326.06900024,-,-,322.75698853,-,-,-,-,-,-,-0.05739519,0.01638337,0.47802782,0.7118609,-,-,-,-,-,-,-,20,59.97551727,54.34641647,-,-,-,-,-,-,-,-,∞,0.0260556,207.39718628,-,1494.44384766,-,0,-,-,-,-,-,-,-,30.58823586,-,-,-,734.25,-,-,-,-,-,-,-,-,-,-,-,-,0.91099435,15.18323994,-,-,-,-,-,42.79995346,0,0,-3.90625,-,-,-,-,-,-,-,-,-,-,3.21600008,-,0,-,-,-,0,-,-,-,-,0,14.19061279,-,7.04676533,-,0,40.08647537,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.63999999,0.08,-,-,-,-,-,-,75.75442505,11.37226582,12.873312,-,-,-,-,0,3.52941179,11,-,-,-,14.66517925,6.81873131,41.42705917,-,243.93870544,0,0,0,-0.7035293,-,-,13.69999981,-
21-Apr-2019 18:25:13.454,-,-,-,-,-,-,-,326.06900024,-,-,322.75698853,-,-,-,-,-,-,0.15277937,-0.09356546,0.3869946,0.98142195,-,-,-,-,-,-,-,20,-,0,-,-,-,-,-,-,-,-,∞,0.0260556,207.39718628,-,1494.44384766,-,0,-,-,-,-,-,-,-,30.58823586,-,-,-,734.25,-,-,-,-,-,-,-,-,-,-,-,-,0.91099435,15.18323994,-,-,-,-,-,42.79995346,0,0,-3.90625,-,-,-,-,-,-,-,-,-,-,3.21600008,-,0,-,-,-,0,-,-,-,-,0,14.19061279,-,7.04676533,-,0,40.08647537,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.63999999,0.08,-,-,-,-,-,-,75.75442505,11.37226582,12.873312,-,-,-,-,0,3.52941179,11,-,-,-,14.66517925,6.81873131,41.42705917,-,243.93870544,0,0,0,-0.7035293,-,-,13.69999981,-
21-Apr-2019 18:25:13.726,-,-,-,-,-,-,-,326.06900024,-,-,322.75698853,-,-,-,-,-,-,-0.13538645,0.00417945,0.44800955,0.63913196,-,-,-,-,-,-,-,20,-,0,-,-,-,-,-,-,-,-,∞,0.0260556,207.39718628,-,1494.44384766,-,0,-,-,-,-,-,-,-,30.58823586,-,-,-,734.25,-,-,-,-,-,-,-,-,-,-,-,-,0.91099435,15.18323994,-,-,-,-,-,42.79995346,0,0,-3.90625,-,-,-,-,-,-,-,-,-,-,3.21600008,-,0,-,-,-,0,-,-,-,-,0,14.19061279,-,7.04676533,-,0,40.08647537,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.63999999,0.08,-,-,-,-,-,-,75.75442505,11.37226582,12.873312,-,-,-,-,0,3.52941179,11,-,-,-,14.66517925,6.81873131,41.42705917,-,243.93870544,0,0,0,-0.7035293,-,-,13.69999981,-
21-Apr-2019 18:25:13.983,-,-,-,-,-,-,-,326.06900024,-,-,322.75698853,-,-,-,-,-,-,-0.06104361,0.8865698,0.28985941,-0.20494032,-,-,-,-,-,-,-,20,-,0,-,-,-,-,-,-,-,-,∞,0.0260556,207.39718628,-,1494.44384766,-,0,-,-,-,-,-,-,-,30.58823586,-,-,-,734.25,-,-,-,-,-,-,-,-,-,-,-,-,0.91099435,15.18323994,-,-,-,-,-,42.79995346,0,0,-3.90625,-,-,-,-,-,-,-,-,-,-,3.21600008,-,0,-,-,-,0,-,-,-,-,0,14.19061279,-,7.04676533,-,0,40.08647537,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.63999999,0.08,-,-,-,-,-,-,75.75442505,11.37226582,12.873312,-,-,-,-,0,3.52941179,11,-,-,-,14.66517925,6.81873131,41.42705917,-,243.93870544,0,0,0,-0.7035293,-,-,13.69999981,-
21-Apr-2019 18:25:16.500,-,-,-,-,-,-,-,326.06900024,-,-,322.75698853,-,-,-,-,-,-,-0.00787752,0.30900681,0.14257246,0.83157003,-,-,-,-,-,-,-,20,-,0,-,-,-,-,-,-,-,-,∞,0.0260556,207.39718628,-,1494.44384766,-,0,-,-,-,-,-,64,-,30.19607925,-,-,-,871,-,-,-,-,-,-,-,-,-,-,-,-,0.91099435,15.18323994,-,-,-,-,-,42.79995346,0,7.03125,-3.90625,-,-,7.03125,-,-,-,-,-,-,-,6.43200016,-4.30404663,0,57.07118988,24.32028961,-,0,-,-,45,31,0,14.19057083,-,7.04678631,-,0,40.08635712,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.29999998,0.08,-,-,-,-,-,-,75.75442505,11.37226582,12.873312,-,-,-,0,0,4.70588255,9,-,-,-,14.66517925,6.81873131,41.42705917,-,243.93870544,0,0,0,-0.7035293,-,-,13.69999981,-
21-Apr-2019 18:25:18.934,-,-,-,-,-,-,-,326.06900024,-,-,322.75698853,-,-,-,-,-,-,-0.00272902,0.34280944,0.12743966,0.82742172,-,-,-,-,-,-,-,20,-,0,-,-,-,-,-,-,-,-,∞,0.0260556,207.39718628,-,1494.42565918,-,0,-,-,-,-,-,64,-,29.41176605,-,-,-,875,-,-,-,-,-,-,-,-,-,-,-,0.00014655,0.91099435,15.18323994,-,-,-,-,-,42.79968262,0,7.03125,7.03125,-,-,7.8125,-,-,-,-,-,-,0.00066043,5.36000013,-2.5078125,0,57.07115555,24.32034683,-,0,-,-,44,31,0,14.19052887,-,7.04680729,-,0,40.08623886,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.28,0.45999998,-,-,-,-,-,-,75.75442505,11.37226582,12.873312,-,-,-,0,0,4.70588255,10,-,-,-,14.66517925,6.81873131,41.42705917,-,243.93870544,0,0,0,-0.7035293,-,-,13.69999981,-
21-Apr-2019 18:25:21.339,-,-,-,-,-,-,-,326.06900024,-,-,322.75698853,-,-,-,-,-,-,-0.00537308,0.33621907,0.15575163,0.82266206,-,-,-,-,-,-,-,20,-,0,-,-,-,-,-,-,-,-,∞,0.0260556,207.39718628,-,1494.4119873,-,0,-,-,-,-,-,64,-,30.19607925,-,-,-,847.5,-,-,-,-,-,-,-,-,-,-,-,0.00029175,0.97057623,16.17626953,-,-,-,-,-,42.7994194,0,7.03125,7.03125,-,-,8.59375,-,-,-,-,-,-,0.00131476,4.28800011,6.09255981,0,57.07112503,24.32041359,-,0,-,-,44,30,0,14.19048691,-,7.04682827,-,0,40.08612061,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.28,0.45999998,-,-,-,-,-,-,75.75442505,11.37226582,12.873312,-,-,-,0,0,4.70588255,10,-,-,-,14.66517925,6.81873131,41.42705917,-,243.93870544,0,0,0,-0.71352929,-,-,13.69999981,-
21-Apr-2019 18:25:23.467,-,-,-,-,-,-,-,326.06900024,-,-,322.75698853,-,-,-,-,-,-,0.00621661,0.37307194,0.1157257,0.82693332,-,-,-,-,-,-,-,20,-,0,-,-,-,-,-,-,-,-,∞,0.0260556,207.39718628,-,1494.39953613,-,0,-,-,-,-,-,65,-,30.58823586,-,-,-,839.75,-,-,-,-,-,-,-,-,-,-,-,0.00041881,0.97140813,16.19013596,-,-,-,-,-,42.79918671,0,7.8125,7.8125,-,-,7.03125,-,-,-,-,-,-,0.00188735,4.28800011,7.76745605,0,57.07111359,24.32044983,-,0,-,-,44,31,0,14.19044495,-,7.04684877,-,0,40.08600235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.08,0.47999999,-,-,-,-,-,-,75.75442505,11.37226582,12.873312,-,-,-,0,0,4.70588255,9,-,-,-,14.66517925,6.81873131,41.42705917,-,243.93870544,0,0,0,-0.7035293,-,-,13.69999981,-
21-Apr-2019 18:25:25.549,-,-,-,-,-,-,-,326.06900024,-,-,322.75698853,-,-,-,-,-,-,0.00206192,0.17123751,0.13500683,0.87769794,-,-,-,-,-,-,-,20,-,0,-,-,-,-,-,-,-,-,∞,0.0260556,207.39718628,-,1494.38647461,-,0,-,-,-,-,-,65,-,30.19607925,-,-,-,859.25,-,-,-,-,-,-,-,-,-,-,-,0.00055254,0.96252501,16.04208374,-,-,-,-,-,42.79893875,0,9.375,9.375,-,-,10.15625,-,-,-,-,-,-,0.00249,4.28800011,9.76452637,0,57.07110214,24.32046509,-,0,-,-,44,31,0,14.19040298,-,7.04686975,-,0,40.08588409,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.74000001,0.45999998,-,-,-,-,-,-,75.75442505,11.37226582,12.873312,-,-,-,0,0,4.70588255,11,-,-,-,14.66517925,6.81873131,41.42705917,-,243.93870544,0,0,0,-0.7035293,-,-,13.69999981,-
21-Apr-2019 18:25:27.607,-,-,-,-,-,-,-,326.06900024,-,-,322.75698853,-,-,-,-,-,-,-0.01321031,0.21260422,0.13659337,0.85353583,-,-,-,-,-,-,-,20,-,0,-,-,-,-,-,-,-,-,∞,0.0260556,207.39718628,-,1494.37438965,-,0,-,-,-,-,-,65,-,30.19607925,-,-,-,855.25,-,-,-,-,-,-,-,-,-,-,-,0.00067359,0.98487598,16.41460037,-,-,-,-,-,42.7987175,0,10.9375,10.9375,-,-,10.15625,-,-,-,-,-,-,0.00303551,4.28800011,10.25985718,0,57.07109833,24.320467,-,0,-,-,44,31,0,14.19036102,-,7.04689074,-,0,40.08576584,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.14,0.45999998,-,-,-,-,-,-,75.75442505,11.37226582,12.873312,-,-,-,0,0,4.70588255,10,-,-,-,14.66517925,6.81873131,41.42705917,-,243.93870544,0,0,0,-0.7035293,-,-,13.69999981,-
