Device Time, 0-100kph Time(s),0-100mph Time(s),0-200kph Time(s),0-30mph Time(s),0-60mph Time(s),1/4 mile time(s),1/8 mile time(s),100-0kph Time(s),100-200kph Time(s),40-60mph Time(s),60-0mph Time(s),60-120mph Time(s),60-130mph Time(s),60-80mph Time(s),80-100mph Time(s),80-120kph Time(s),Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Accelerator PedalPosition F(%),Actual engine % torque(%),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Average trip speed(whilst moving only)(km/h),Average trip speed(whilst stopped or moving)(km/h),Barometric pressure (from vehicle)(kpa),Catalyst Temperature (Bank 1 Sensor 1)(°C),Catalyst Temperature (Bank 1 Sensor 2)(°C),Catalyst Temperature (Bank 2 Sensor 1)(°C),Catalyst Temperature (Bank 2 Sensor 2)(°C),Charge air cooler temperature (CACT)(°C),Commanded Equivalence Ratio(lambda),CO₂ in g/km (Average)(g/km),CO₂ in g/km (Instantaneous)(g/km),DPF Pressure(bar),DPF Temperature(°C),Drivers demand engine % torque(%),EGR Commanded(%),EGR Error(%),Engine Coolant Temperature(°C),Engine kW (At the wheels)(kW),Engine Load(%),Engine Load(Absolute)(%),Engine Oil Temperature(°C),Engine reference torque(Nm),Engine RPM(rpm),Ethanol Fuel %(%),Evap System Vapour Pressure(Pa),Exhaust gas temp Bank 1 Sensor 1(°C),Exhaust gas temp Bank 1 Sensor 2(°C),Exhaust gas temp Bank 1 Sensor 3(°C),Exhaust gas temp Bank 1 Sensor 4(°C),Exhaust gas temp Bank 2 Sensor 1(°C),Exhaust gas temp Bank 2 Sensor 2(°C),Exhaust gas temp Bank 2 Sensor 3(°C),Exhaust gas temp Bank 2 Sensor 4(°C),Exhaust Pressure(bar),Fuel flow rate/hour(l/hr),Fuel flow rate/minute(cc/min),Fuel pressure(kpa),Fuel Rail Pressure(kpa),Fuel Rail Pressure (relative to manifold vacuum)(kpa),Fuel Rate (direct from ECU)(L/m),Fuel Trim Bank 1 Long Term(%),Fuel trim bank 1 sensor 1(%),Fuel trim bank 1 sensor 2(%),Fuel trim bank 1 sensor 3(%),Fuel trim bank 1 sensor 4(%),Fuel Trim Bank 1 Short Term(%),Fuel Trim Bank 2 Long Term(%),Fuel trim bank 2 sensor 1(%),Fuel trim bank 2 sensor 2(%),Fuel trim bank 2 sensor 3(%),Fuel trim bank 2 sensor 4(%),Fuel Trim Bank 2 Short Term(%),Fuel used (trip)(l),GPS Accuracy(m),GPS Altitude(m),GPS Bearing(°),GPS Latitude(°),GPS vs OBD Speed difference(km/h),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Intake Manifold Pressure(kpa),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Litres Per 100 Kilometer(Long Term Average)(l/100km),Mass Air Flow Rate(g/s),Miles Per Gallon(Instant)(mpg),Miles Per Gallon(Long Term Average)(mpg),O2 Volts Bank 1 sensor 1(V),O2 Volts Bank 1 sensor 2(V),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Speed (OBD)(km/h),Throttle Position(Manifold)(%),Timing Advance(°),Torque(Nm),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Trip average MPG(mpg),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Turbo Boost & Vacuum Gauge(bar),Voltage (OBD Adapter)(V)
11-Apr-2019 20:29:12.237,-,-,-,13.41300011,-,37.83599854,22.79800034,-,-,-,-,-,-,-,-,-,-,0.00877694,-0.04414316,0.64996684,0.66975999,-,-,-,-,-,-,36.67952347,35.88695526,-,-,-,-,-,-,-,201.38253784,93.59990692,-,-,-,-,-,85,-,32.15686417,-,-,-,1625,-,-,-,-,-,-,-,-,-,-,-,1.76938164,29.4896946,-,-,-,-,-4.6875,-0.78125,-5.46875,-,-,0,-,-,-,-,-,-,0.34730238,-,-,-,-,50,-,13,83,28.2579689,14.17030239,3.53875113,7.05686569,-,79.82476807,40.02910233,0.06,0.22,95.0256424,0,4.97435999,50,10.1960783,28,14.01434422,15.75976181,6.34514141,44.51910019,6.10622931,73.40625,534,519.41101074,14.9090004,-0.73352927,14.80000019
11-Apr-2019 20:29:13.238,-,-,-,13.41300011,-,37.83599854,22.79800034,-,-,-,-,-,-,-,-,-,-,0.00877694,-0.04414316,0.64996684,0.66975999,-,-,-,-,-,-,36.79705811,36.00862122,-,-,-,-,-,-,-,201.38253784,93.59990692,-,-,-,-,-,86,-,52.94117737,-,-,-,1500,-,-,-,-,-,-,-,-,-,-,-,1.76938164,29.4896946,-,-,-,-,-4.6875,-0.78125,-5.46875,-,-,0,-,-,-,-,-,-,0.34730238,-,-,-,-,50,-,13,83,28.2579689,14.17030239,3.53875113,7.05686569,-,79.82476807,40.02910233,0.06,0.22,95.03456116,0,4.96543884,50,10.1960783,28,-,15.75976181,6.34514141,44.51910019,6.11759043,73.41761017,535,520.37097168,14.9090004,-0.73352927,14.80000019
11-Apr-2019 20:29:14.233,-,-,-,13.41300011,-,37.83599854,22.79800034,-,-,-,-,-,-,-,-,-,-,0.0249132,-0.06098383,0.66265762,0.67903507,-,-,-,-,-,-,36.79705811,36.00862122,-,-,-,-,-,-,-,201.38253784,93.59990692,-,-,-,-,-,86,-,52.94117737,-,-,-,1500,-,-,-,-,-,-,-,-,-,-,-,1.76938164,29.4896946,-,-,-,-,-4.6875,0,-0.78125,-,-,1.5625,-,-,-,-,-,-,0.34730238,-,-,-,-,50,-,13,83,28.2579689,14.17030239,3.53875113,7.05686569,-,79.82476807,40.02910233,0.71999997,0.22,95.04229736,0,4.95770502,50,9.01960754,26,-,15.75976181,6.34514141,44.51910019,6.11759043,73.41761017,536,521.20599365,14.9090004,-0.73352927,14.69999981
11-Apr-2019 20:29:15.231,-,-,-,13.41300011,-,37.83599854,22.79800034,-,-,-,-,-,-,-,-,-,-,0.09013666,0.00100636,0.676081,0.75469279,-,-,-,-,-,-,36.83577728,36.04870987,-,-,-,-,-,-,-,201.4197998,214.61515808,-,-,-,-,-,86,-,71.76470947,-,-,-,1515.5,-,-,-,-,-,-,-,-,-,-,-,1.76938164,29.4896946,-,-,-,-,-4.6875,0,-0.78125,-,-,3.125,-,-,-,-,-,-,0.34730238,-,-,-,-,50,-,11,66,12.32412148,14.16997719,8.11400032,7.05702782,-,34.81389999,40.02818298,0.71999997,0.22,95.05324554,0,4.94675255,50,11.76470566,20,-,15.74774933,6.34998178,44.48516464,6.13935423,73.43937683,537,522.39300537,14.9090004,-0.3535293,14.69999981
11-Apr-2019 20:29:16.233,-,-,-,13.41300011,-,37.83599854,22.79800034,-,-,-,-,-,-,-,-,-,-,0.11631552,-0.15787479,0.74612522,0.7146669,-,-,-,-,-,-,36.87134552,36.08571243,-,-,-,-,-,-,-,201.52314758,238.20985413,-,-,-,-,-,86,-,78.4313736,-,-,-,1531.25,-,-,-,-,-,-,-,-,-,-,-,0.25054669,4.17577839,-,-,-,-,-4.6875,0,0.78125,-,-,3.125,-,-,-,-,-,-,0.34905356,-,-,-,-,49,-,11,72,11.10341644,14.16943645,9.00605011,7.05729675,-,31.36558342,40.0266571,0.19999999,0.23999999,95.06173706,0,4.93826008,49,11.76470566,20,-,15.73156643,6.35651398,44.43945312,6.15853548,73.45855713,538,523.3170166,14.9090004,-0.29352927,14.80000019
11-Apr-2019 20:29:17.231,-,-,-,13.41300011,-,37.83599854,22.79800034,-,-,-,-,-,-,-,-,-,-,0.03412687,-0.02046948,0.65972871,0.69562995,-,-,-,-,-,-,36.87134552,36.08571243,-,-,-,-,-,-,-,201.52314758,238.20985413,-,-,-,-,-,86,-,78.4313736,-,-,-,1531.25,-,-,-,-,-,-,-,-,-,-,-,0.25054669,4.17577839,-,-,-,-,-4.6875,0,0.78125,-,-,4.6875,-,-,-,-,-,-,0.34905356,-,-,-,-,49,-,9,72,11.10341644,14.16943645,9.00605011,7.05729675,-,31.36558342,40.0266571,0.68000001,0.23999999,95.06954193,0,4.93045521,49,11.76470566,17,-,15.73156643,6.35651398,44.43945312,6.15853548,73.45855713,539,524.16900635,14.9090004,-0.29352927,14.80000019
11-Apr-2019 20:29:18.237,-,-,-,13.41300011,-,37.83599854,22.79800034,-,-,-,-,-,-,-,-,-,-,-0.04724433,-0.01583274,0.67339629,0.5733574,-,-,-,-,-,-,36.91545105,36.13105392,-,-,-,-,-,-,-,201.61299133,233.5973053,-,-,-,-,-,86,5.50893879,61.17647171,-,-,-,1585.75,-,-,-,-,-,-,-,-,-,-,-,4.32752943,72.12548828,-,-,-,-,-4.6875,0,0.78125,-,-,-0.78125,-,-,-,-,-,-,0.35117283,-,-,-,-,52,7.38760853,9,68,11.3226614,14.16893482,8.83166218,7.05754662,-,31.98491859,40.02524185,0.68000001,0.23999999,95.07984161,0,4.92016029,52,11.76470566,23,33.17380142,15.71625805,6.36270523,44.39620972,6.18304205,73.48306274,540,525.29699707,14.9090004,-0.33352932,14.80000019
11-Apr-2019 20:29:19.234,-,-,-,13.41300011,-,37.83599854,22.79800034,-,-,-,-,-,-,-,-,-,-,-0.09244927,0.04469378,0.6136024,0.56676865,-,-,-,-,-,-,36.96220779,36.17897797,-,-,-,-,-,-,-,201.71466064,238.01187134,-,-,-,-,-,86,2.30720377,61.17647171,-,-,-,1617,-,-,-,-,-,-,-,-,-,-,-,4.67926979,77.98782349,-,-,-,-,-4.6875,2.34375,1.5625,-,-,-0.78125,-,-,-,-,-,-,0.35300034,-,-,-,-,53,3.09401107,9,71,11.11265278,14.16839695,8.99856472,7.0578146,-,31.39167404,40.02371979,0.68000001,0.23999999,95.08955383,0,4.91044283,53,10.98039246,23,13.62504482,15.70032883,6.36916113,44.35121155,6.20370674,73.50373077,541,526.36602783,14.9090004,-0.30352935,14.80000019
11-Apr-2019 20:29:20.236,-,-,-,13.41300011,-,37.83599854,22.79800034,-,-,-,-,-,-,-,-,-,-,0.07346343,0.02516845,0.55771261,0.81643879,-,-,-,-,-,-,36.96220779,36.17897797,-,-,-,-,-,-,-,201.71466064,238.01187134,-,-,-,-,-,86,2.30720377,66.66666412,-,-,-,1617,-,-,-,-,-,-,-,-,-,-,-,4.67926979,77.98782349,-,-,-,-,-4.6875,-3.90625,-3.90625,-,-,0,-,-,-,-,-,-,0.35300034,-,-,-,-,53,3.09401107,9,71,11.11265278,14.16839695,8.99856472,7.0578146,-,31.39167404,40.02371979,0.69999999,0.22,95.097229,0,4.902771,53,3.52941179,29,13.62504482,15.70032883,6.36916113,44.35121155,6.20370674,73.50373077,542,527.2130127,14.9090004,-0.30352935,14.80000019
11-Apr-2019 20:29:21.238,-,-,-,13.41300011,-,37.83599854,22.79800034,-,-,-,-,-,-,-,-,-,-,0.13608028,0.06739065,0.55258745,0.88990033,-,-,-,-,-,-,37.01159286,36.22946167,-,-,-,-,-,-,-,201.35830688,73.7845993,-,-,-,-,-,86,2.29884958,32.54901886,-,-,-,1585.75,-,-,-,-,-,-,-,-,-,-,-,1.47848761,24.64146042,-,-,-,-,-4.6875,-3.90625,-3.90625,-,-,0,-,-,-,-,-,-,0.35359874,-,-,-,-,54,3.08280802,12,22,35.84682083,14.16864586,2.78958964,7.05769062,-,101.2621994,40.02442551,0.69999999,0.22,95.10645294,0,4.89354563,54,3.52941179,29,13.84324265,15.69993114,6.36932182,44.35009003,6.22524071,73.52526093,543,528.23498535,14.9090004,-0.79352933,14.80000019
11-Apr-2019 20:29:22.239,-,-,-,13.41300011,-,37.83599854,22.79800034,-,-,-,-,-,-,-,-,-,-,0.1455546,0.05616354,0.68926018,0.81277889,-,-,-,-,-,-,37.01159286,36.22946167,-,-,-,-,-,-,-,201.35830688,73.7845993,-,-,-,-,-,86,2.29884958,32.54901886,-,-,-,1585.75,-,-,-,-,-,-,-,-,-,-,-,1.47848761,24.64146042,-,-,-,-,-4.6875,-1.5625,-0.78125,-,-,0,-,-,-,-,-,-,0.35359874,-,-,-,-,54,3.08280802,12,22,35.84682083,14.16864586,2.78958964,7.05769062,-,101.2621994,40.02442551,0.08,0.23999999,95.11616516,0,4.88383436,54,13.72549057,28,13.84324265,15.69993114,6.36932182,44.35009003,6.22524071,73.52526093,544,529.31500244,14.9090004,-0.79352933,14.69999981
11-Apr-2019 20:29:23.234,-,-,-,13.41300011,-,37.83599854,22.79800034,-,-,-,-,-,-,-,-,-,-,-0.09943336,-0.08953845,0.65948451,0.5062421,-,-,-,-,-,-,37.06069183,36.27965927,-,-,-,-,-,-,-,201.50880432,255.53271484,-,-,-,-,-,86,2.29884958,78.4313736,-,-,-,1636.5,-,-,-,-,-,-,-,-,-,-,-,5.2169466,86.94910431,-,-,-,-,-4.6875,3.125,-0.78125,-,-,-0.78125,-,-,-,-,-,-,0.35627097,-,-,-,-,54,3.08280802,9,80,10.35070229,14.16797447,9.66097927,7.05802536,-,29.23927307,40.02252579,0.57999998,0.23999999,95.12591553,0,4.87408161,54,17.25490189,15,13.84324265,15.68154907,6.37678814,44.29816055,6.25312567,73.55314636,545,530.4039917,14.9090004,-0.21352933,14.69999981
11-Apr-2019 20:29:24.242,-,-,-,13.41300011,-,37.83599854,22.79800034,-,-,-,-,-,-,-,-,-,-,0.03513886,-0.053174,0.43861318,0.83571994,-,-,-,-,-,-,37.11527252,36.33521271,-,-,-,-,-,-,-,201.64273071,249.85751343,-,-,-,-,-,86,4.66818237,32.15686417,-,-,-,1691.25,-,-,-,-,-,-,-,-,-,-,-,5.10108137,85.01802063,-,-,-,-,-4.6875,3.125,2.34375,-,-,-0.78125,-,-,-,-,-,-,0.35835531,-,-,-,-,56,6.26013565,9,75,10.58580589,14.16734314,9.44641495,7.0583396,-,29.90340805,40.02074432,0.57999998,0.74000001,95.13500214,0,4.86499929,56,17.25490189,15,26.35736847,15.66409779,6.38389254,44.24886322,6.27573681,73.57575989,546,531.42199707,14.9090004,-0.2635293,14.69999981
11-Apr-2019 20:29:25.243,-,-,-,13.41300011,-,37.83599854,22.79800034,-,-,-,-,-,-,-,-,-,-,-0.16939338,-0.02461938,0.58333832,0.49037823,-,-,-,-,-,-,37.11527252,36.33521271,-,-,-,-,-,-,-,201.64273071,249.85751343,-,-,-,-,-,87,4.66818237,32.15686417,-,-,-,1691.25,-,-,-,-,-,-,-,-,-,-,-,5.10108137,85.01802063,-,-,-,-,-4.6875,-5.46875,-0.78125,-,-,-0.78125,-,-,-,-,-,-,0.35835531,-,-,-,-,56,6.26013565,9,75,10.58580589,14.16734314,9.44641495,7.0583396,-,29.90340805,40.02074432,0.04,0.31999999,95.1436615,0,4.85634136,56,3.52941179,35,26.35736847,15.66409779,6.38389254,44.24886322,6.27573681,73.57575989,547,532.39599609,14.9090004,-0.2635293,14.80000019
11-Apr-2019 20:29:26.246,-,-,-,13.41300011,-,37.83599854,22.79800034,-,-,-,-,-,-,-,-,-,-,0.94183874,0.35879463,0.77589929,1.64281642,-,-,-,-,-,-,37.16666794,36.38764191,-,-,-,-,-,-,-,201.35166931,96.27791595,-,-,-,-,-,87,4.66818237,30.19607925,-,-,-,1640.5,-,-,-,-,-,-,-,-,-,-,-,2.03840661,33.97344208,-,-,-,-,-4.6875,-5.46875,-0.78125,-,-,0.78125,-,-,-,-,-,-,0.35929185,-,-,-,-,55,6.26013565,12,29,27.47196198,14.16968536,3.63999915,7.05717325,-,77.60441589,40.02735901,0.04,0.31999999,95.15142059,0,4.84858084,55,3.52941179,29,26.35736847,15.70439816,6.36751032,44.36270523,6.30208397,73.60210419,548,533.27197266,14.9090004,-0.72352934,14.80000019
11-Apr-2019 20:29:27.239,-,-,-,13.41300011,-,37.83599854,22.79800034,-,-,-,-,-,-,-,-,-,-,-0.00240098,-0.95374584,0.05910331,0.18530668,-,-,-,-,-,-,37.16666794,36.38764191,-,-,-,-,-,-,-,201.5209198,262.79321289,-,-,-,-,-,87,-,30.19607925,-,-,-,1625,-,-,-,-,-,-,-,-,-,-,-,5.46453142,91.07552338,-,-,-,-,-4.6875,-1.5625,-1.5625,-,-,0.78125,-,-,-,-,-,-,0.36174634,-,-,-,-,54,-,12,81,10.0647316,14.16896248,9.93547726,7.05753279,-,28.43144608,40.02531815,0.83999997,0.25999999,95.16156769,0,4.83843088,54,6.66666698,29,-,15.68521595,6.37529802,44.30851746,6.32556438,73.62558746,549,534.42199707,14.9090004,-0.20352933,14.80000019
11-Apr-2019 20:29:28.239,-,-,-,13.41300011,-,37.83599854,22.79800034,-,-,-,-,-,-,-,-,-,-,0.01200078,-0.99303758,-0.10050891,0.06498624,-,-,-,-,-,-,37.21490097,36.43697357,-,-,-,-,-,-,-,201.5209198,262.79321289,-,-,-,-,-,87,-,97.64706421,-,-,-,1625,-,-,-,-,-,-,-,-,-,-,-,5.46453142,91.07552338,-,-,-,-,-4.6875,0,-1.5625,-,-,-4.6875,-,-,-,-,-,-,0.36174634,-,-,-,-,54,-,10,81,10.0647316,14.16896248,9.93547726,7.05753279,-,28.43144608,40.02531815,0.69999999,0.71999997,95.16923523,0,4.83076239,54,34.90196228,8,-,15.68521595,6.37529802,44.30851746,6.32556438,73.62558746,550,535.29400635,14.9090004,-0.20352933,14.80000019
11-Apr-2019 20:29:29.240,-,-,-,13.41300011,-,37.83599854,22.79800034,-,-,-,-,-,-,-,-,-,-,-0.03062551,-0.95032853,-0.09196803,0.06571884,-,-,-,-,-,-,37.26571274,36.48882675,-,-,-,-,-,-,-,201.89099121,336.22665405,-,-,-,-,-,87,2.28316092,99.21569061,-,-,-,1710.75,-,-,-,-,-,-,-,-,-,-,-,6.86439085,114.40651703,-,-,-,-,-4.6875,0,-1.5625,-,-,1.5625,-,-,-,-,-,-,0.36457601,-,-,-,-,55,3.06176925,9,102,7.86654806,14.16785431,12.71179199,7.05808496,-,22.22188759,40.02218628,0.69999999,0.71999997,95.17774963,0,4.82225227,55,34.90196228,10,12.74418259,15.65871143,6.38608885,44.23365021,6.34806061,73.64807892,551,536.26501465,14.9090004,0.00647067,14.80000019
11-Apr-2019 20:29:30.239,-,-,-,13.41300011,-,37.83599854,22.79800034,-,-,-,-,-,-,-,-,-,-,-0.02347636,-0.92689908,-0.14785627,0.16822338,-,-,-,-,-,-,37.32193756,36.54595947,-,-,-,-,-,-,-,202.293396,348.76501465,-,-,-,-,-,87,4.91070127,99.21569061,-,-,-,1804.5,-,-,-,-,-,-,-,-,-,-,-,7.25223207,120.8705368,-,-,-,-,-4.6875,0.78125,1.5625,-,-,1.5625,-,-,-,-,-,-,0.367493,-,-,-,-,57,6.58535862,9,102,7.58373976,14.16669559,13.18583202,7.05866194,-,21.42299461,40.01891327,0.08,0.71999997,95.18716431,0,4.81283903,57,40.39215851,10,25.98655128,15.63143158,6.39723396,44.15658569,6.37033606,73.67035675,552,537.34301758,14.9090004,0.00647067,14.80000019
11-Apr-2019 20:29:31.236,-,-,-,13.41300011,-,37.83599854,22.79800034,-,-,-,-,-,-,-,-,-,-,0.01401491,-0.97766215,-0.20032877,0.077677,-,-,-,-,-,-,37.32193756,36.54595947,-,-,-,-,-,-,-,202.293396,348.76501465,-,-,-,-,-,87,4.91070127,95.6862793,-,-,-,1804.5,-,-,-,-,-,-,-,-,-,-,-,7.25223207,120.8705368,-,-,-,-,-4.6875,3.90625,4.6875,-,-,3.125,-,-,-,-,-,-,0.367493,-,-,-,-,57,6.58535862,8,102,7.58373976,14.16669559,13.18583202,7.05866194,-,21.42299461,40.01891327,0.02,0.45999998,95.1946106,0,4.80539083,57,8.62745094,25,25.98655128,15.63143158,6.39723396,44.15658569,6.37033606,73.67035675,553,538.19897461,14.9090004,0.00647067,14.80000019
11-Apr-2019 20:29:32.244,-,-,-,13.41300011,-,37.83599854,22.79800034,-,-,-,-,-,-,-,-,-,-,-0.02068543,-0.94666708,-0.13248082,0.11135834,-,-,-,-,-,-,37.38636398,36.61111069,-,-,-,-,-,-,-,201.92198181,66.35696411,-,-,-,-,-,87,7.77001429,32.15686417,-,-,-,1832,-,-,-,-,-,-,-,-,-,-,-,1.4300046,23.83341026,-,-,-,-,-4.6875,3.90625,4.6875,-,-,6.25,-,-,-,-,-,-,0.36806342,-,-,-,-,60,10.4197607,10,19,39.85931778,14.16694546,2.50877142,7.05853796,-,112.59693909,40.01961899,0.02,0.45999998,95.20462036,0,4.79537678,60,21.96078491,24,40.50030899,15.63126945,6.39730024,44.15612793,6.39354086,73.69356537,554,539.35400391,14.9090004,-0.8235293,14.80000019
11-Apr-2019 20:29:33.243,-,-,-,13.41300011,-,37.83599854,22.79800034,-,-,-,-,-,-,-,-,-,-,-0.04096195,-0.92787433,-0.12467099,0.10647584,-,-,-,-,-,-,37.45042419,36.67589951,-,-,-,-,-,-,-,202.26489258,327.77261353,-,-,-,-,-,87,7.77001429,95.29412079,-,-,-,1839.75,-,-,-,-,-,-,-,-,-,-,-,7.43532658,123.92210388,-,-,-,-,-4.6875,6.25,5.46875,-,-,6.25,-,-,-,-,-,-,0.37102103,-,-,-,-,60,10.4197607,10,98,8.06944561,14.16587257,12.39216805,7.05907249,-,22.79504204,40.01659012,0.85999995,0.57999998,95.21318817,0,4.78680944,60,21.96078491,24,40.50030899,15.60589409,6.40770197,44.08444595,6.41754103,73.71755981,555,540.3460083,14.9090004,-0.0335293,14.80000019
11-Apr-2019 20:29:34.235,-,-,-,13.41300011,-,37.83599854,22.79800034,-,-,-,-,-,-,-,-,-,-,-0.22180657,-0.73824227,-0.16518533,0.0813385,-,-,-,-,-,-,37.45042419,36.67589951,-,-,-,-,-,-,-,202.26489258,327.77261353,-,-,-,-,-,87,7.77001429,95.29412079,-,-,-,1839.75,-,-,-,-,-,-,-,-,-,-,-,7.43532658,123.92210388,-,-,-,-,-4.6875,1.5625,2.34375,-,-,2.34375,-,-,-,-,-,-,0.37102103,-,-,-,-,60,10.4197607,7,98,8.06944561,14.16587257,12.39216805,7.05907249,-,22.79504204,40.01659012,0.08,0.71999997,95.22166443,0,4.77833319,60,25.09803963,11,40.50030899,15.60589409,6.40770197,44.08444595,6.41754103,73.71755981,556,541.33099365,14.9090004,-0.0335293,14.80000019
11-Apr-2019 20:29:35.240,-,-,-,13.41300011,-,37.83599854,22.79800034,-,-,-,-,-,-,-,-,-,-,-0.03349588,-0.93373209,-0.13858278,0.10598899,-,-,-,-,-,-,37.52259827,36.74861908,-,-,-,-,-,-,-,202.50860596,291.94720459,-,-,-,-,-,87,8.05151749,84.70588684,-,-,-,1914,-,-,-,-,-,-,-,-,-,-,-,6.62264824,110.37747192,-,-,-,-,-4.6875,3.125,2.34375,-,-,5.46875,-,-,-,-,-,-,0.3737216,-,-,-,-,63,10.79726219,6,86,9.05966282,14.16497517,11.03770924,7.05951977,-,25.59226608,40.01405334,0.35999998,0.71999997,95.23098755,0,4.7690134,63,12.54901981,15,40.16962814,15.58400059,6.41670418,44.02259827,6.44226074,73.74227905,557,542.41802979,14.9090004,-0.1535293,14.80000019
11-Apr-2019 20:29:36.241,-,-,-,13.41300011,-,37.83599854,22.79800034,-,-,-,-,-,-,-,-,-,-,-0.06473178,-0.90371382,-0.13687335,0.09671394,-,-,-,-,-,-,37.59718323,36.82369232,-,-,-,-,-,-,-,202.5818634,229.54170227,-,-,-,-,-,87,2.5603559,78.8235321,-,-,-,1960.75,-,-,-,-,-,-,-,-,-,-,-,5.46736717,91.12278748,-,-,-,-,-4.6875,3.125,3.125,-,-,5.46875,-,-,-,-,-,-,0.37603307,-,-,-,-,64,3.43349385,6,68,11.52271271,14.16451073,8.67833138,7.05975103,-,32.55003738,40.01274109,0.35999998,0.47999999,95.23878479,0,4.76121378,64,12.54901981,15,12.469244,15.57046318,6.42228317,43.98435974,6.46946001,73.76948547,558,543.33099365,14.9090004,-0.33352932,14.80000019
11-Apr-2019 20:29:37.242,-,-,-,13.41300011,-,37.83599854,22.79800034,-,-,-,-,-,-,-,-,-,-,-0.06774322,-0.90761793,-0.11881323,0.07499233,-,-,-,-,-,-,37.59718323,36.82369232,-,-,-,-,-,-,-,202.5818634,229.54170227,-,-,-,-,-,87,2.5603559,78.8235321,-,-,-,1960.75,-,-,-,-,-,-,-,-,-,-,-,5.46736717,91.12278748,-,-,-,-,-4.6875,4.6875,3.125,-,-,8.59375,-,-,-,-,-,-,0.37603307,-,-,-,-,64,3.43349385,7,68,11.52271271,14.16451073,8.67833138,7.05975103,-,32.55003738,40.01274109,0.79999995,0.23999999,95.24769592,0,4.75230074,64,17.25490189,16,12.469244,15.57046318,6.42228317,43.98435974,6.46946001,73.76948547,559,544.37799072,14.9090004,-0.33352932,14.80000019
11-Apr-2019 20:29:38.243,-,-,-,13.41300011,-,37.83599854,22.79800034,-,-,0,-,-,-,-,-,-,-,-0.00729912,-0.96863288,-0.15469083,0.0503434,-,-,-,-,-,-,37.67696762,36.90384674,-,-,-,-,-,-,-,202.80438232,284.91796875,-,-,-,-,-,87,5.32558441,74.90196228,-,-,-,2027.25,-,-,-,-,-,-,-,-,-,-,-,6.89407349,114.90122986,-,-,-,-,-4.6875,4.6875,3.125,-,-,2.34375,-,-,-,-,-,-,0.37897646,-,-,-,-,66,7.14172649,7,84,9.28317451,14.16365242,10.77195358,7.06017876,-,26.2236557,40.01031876,0.79999995,0.23999999,95.25622559,0,4.74377632,66,12.94117641,24,25.08545685,15.54957485,6.43091011,43.925354,6.49703074,73.79705048,560,545.38299561,14.9090004,-0.17352928,14.80000019
11-Apr-2019 20:29:39.251,-,-,-,13.41300011,-,37.83599854,22.79800034,-,-,0,-,-,-,-,-,-,-,0.037039,-1.00743783,-0.12418258,0.11062573,-,-,-,-,-,-,37.76190567,36.98904037,-,-,-,-,-,-,-,202.84437561,217.64147949,-,-,-,-,-,87,5.64183998,69.80392456,-,-,-,2062.5,-,-,-,-,-,-,-,-,-,-,-,5.43077374,90.51289368,-,-,-,-,-4.6875,6.25,7.03125,-,-,2.34375,-,-,-,-,-,-,0.38118801,-,-,-,-,68,7.56583214,7,64,12.15275288,14.16329956,8.22841644,7.06035471,-,34.3298111,40.00931931,0.19999999,0.19999999,95.26446533,0,4.73553562,68,12.94117641,24,26.12094116,15.53832722,6.43556547,43.89357758,6.52468681,73.82470703,561,546.35797119,14.9090004,-0.37352929,14.69999981
11-Apr-2019 20:29:40.242,-,-,-,13.41300011,-,37.83599854,22.79800034,-,-,0,-,-,-,-,-,-,-,-0.09898084,-0.77826822,-0.43755236,0.0188599,-,-,-,-,-,-,37.76190567,36.98904037,-,-,-,-,-,-,-,202.84437561,217.64147949,-,-,-,-,-,88,5.64183998,69.80392456,-,-,-,2062.5,-,-,-,-,-,-,-,-,-,-,-,5.43077374,90.51289368,-,-,-,-,-4.6875,4.6875,5.46875,-,-,7.03125,-,-,-,-,-,-,0.38118801,-,-,-,-,68,7.56583214,7,64,12.15275288,14.16329956,8.22841644,7.06035471,-,34.3298111,40.00931931,0.09999999,0.17999999,95.27288055,0,4.72712183,68,5.09803915,37,26.12094116,15.53832722,6.43556547,43.89357758,6.52468681,73.82470703,562,547.35699463,14.9090004,-0.37352929,14.80000019
